ID,QUESTION_INDEX,ANS_ORDER,ANS_NOTE
8679,B03,5,
8679,B04,2,
8679,B05,4,
8679,B06,4,
8679,B07,3,
10751,A01,2,
10751,A02,3,
10751,A04,5,
10751,A05,2,1
10751,A08,3,
10751,A08,4,
10751,A08,5,
10751,A09,1,
10751,A10,4,
10751,A11,4,
10751,A12,1,
10751,A14,4,
10751,B01,4,
10751,B02,1,
10751,B02,3,
10751,B02,4,
10751,B02,5,
10751,B03,3,
10751,B03,4,
10751,B03,5,
10751,B04,3,
10751,B05,4,
10751,B06,5,
10751,B07,5,
11065,A01,3,
11065,A02,1,
11065,A04,4,
11065,A05,2,1
11065,A08,1,
11065,A08,2,
11065,A08,3,
11065,A08,4,
11065,A08,5,
11065,A09,1,
11065,A09,3,
11065,A10,3,
11065,A11,2,
11065,A12,2,
11065,A14,4,
11065,B01,3,
11065,B02,1,
11065,B02,2,
11065,B02,3,
11065,B02,4,
11065,B02,5,
11065,B03,1,
11065,B03,2,
11065,B03,3,
11065,B03,4,
11065,B03,5,
11065,B04,5,
11065,B05,4,
11065,B06,5,
11065,B07,5,
11271,A01,4,
11271,A02,6,
11271,A04,3,
11271,A05,2,3
11271,A08,1,
11271,A08,2,
11271,A08,3,
11271,A08,4,
11271,A08,5,
11271,A08,6,
11271,A09,1,
11271,A09,3,
11271,A10,5,
11271,A11,3,
11271,A12,2,
11271,A14,4,
11271,B01,3,
11271,B02,1,
11271,B02,2,
11271,B02,3,
11271,B02,4,
11271,B02,5,
11271,B03,4,
11271,B03,5,
11271,B04,1,
11271,B05,4,
11271,B06,5,
11271,B07,5,
12416,A01,21,
12416,A02,7,家管
12416,A04,4,
12416,A05,2,0
12416,A08,1,
12416,A08,3,
12416,A08,5,
12416,A09,1,
12416,A09,3,
12416,A09,7,
12416,A10,2,
12416,A11,2,
12416,A12,1,
12416,A14,4,
12416,B01,5,
12416,B02,1,
12416,B02,3,
12416,B02,4,
12416,B02,5,
12416,B03,1,
12416,B03,3,
12416,B03,4,
12416,B03,5,
12416,B04,3,
12416,B05,4,
12416,B06,3,
12416,B07,3,
12434,A01,4,
12434,A02,4,
12434,A04,4,
12434,A05,2,1
12434,A08,3,
12434,A08,5,
12434,A09,1,
12434,A10,3,
12434,A11,2,
12434,A12,1,
12434,A14,4,
12434,B01,4,
12434,B02,3,
12434,B02,4,
12434,B03,3,
12434,B03,4,
12434,B04,4,
12434,B05,4,
12434,B06,3,
12434,B07,2,
12876,A01,4,
12876,A02,1,
12876,A04,2,
12876,A05,3,
12876,A08,1,
12876,A08,3,
12876,A08,5,
12876,A09,1,
12876,A09,4,
12876,A10,3,
12876,A11,2,
12876,A12,1,
12876,A14,4,
12876,B01,5,
12876,B02,1,
12876,B02,2,
12876,B02,3,
12876,B02,4,
12876,B03,4,
12876,B04,5,
12876,B05,4,
12876,B06,4,
12876,B07,4,
12924,A01,5,
12924,A02,5,
12924,A04,3,
12924,A05,2,1
12924,A08,3,
12924,A08,4,
12924,A09,1,
12924,A09,2,
12924,A09,4,
12924,A10,3,
12924,A11,2,
12924,A12,1,
12924,A14,4,
12924,B01,3,
12924,B02,1,
12924,B02,2,
12924,B02,3,
12924,B03,3,
12924,B03,4,
12924,B03,5,
12924,B04,5,
12924,B05,4,
12924,B06,5,
12924,B07,5,
13015,A01,7,
13015,A02,7,無
13015,A04,4,
13015,A05,3,
13015,A08,1,
13015,A08,2,
13015,A08,5,
13015,A09,3,
13015,A09,4,
13015,A10,3,
13015,A11,2,
13015,A12,1,
13015,A14,4,
13015,B01,5,
13015,B02,1,
13015,B02,4,
13015,B02,5,
13015,B03,3,
13015,B03,4,
13015,B03,5,
13015,B04,4,
13015,B05,4,
13015,B06,5,
13015,B07,5,
13016,A01,3,
13016,A02,2,
13016,A04,4,
13016,A05,1,0
13016,A08,3,
13016,A08,5,
13016,A08,6,
13016,A09,1,
13016,A10,3,
13016,A11,1,
13016,A12,2,
13016,A14,4,
13016,B01,5,
13016,B02,3,
13016,B02,4,
13016,B02,5,
13016,B03,4,
13016,B03,5,
13016,B04,5,
13016,B05,4,
13016,B06,5,
13016,B07,5,
13107,A01,4,
13107,A02,2,
13107,A04,5,
13107,A05,3,
13107,A08,1,
13107,A09,1,
13107,A10,2,
13107,A11,1,
13107,A12,1,
13107,A14,4,
13107,B01,5,
13107,B02,1,
13107,B02,4,
13107,B03,4,
13107,B03,5,
13107,B04,4,
13107,B05,4,
13107,B06,3,
13107,B07,5,
13192,A01,8,
13192,A02,7,家管
13192,A04,4,
13192,A05,2,2
13192,A08,1,
13192,A09,2,
13192,A10,3,
13192,A11,3,
13192,A12,1,
13192,A14,4,
13192,B01,3,
13192,B02,1,
13192,B02,2,
13192,B02,3,
13192,B02,4,
13192,B02,5,
13192,B03,2,
13192,B03,3,
13192,B03,4,
13192,B03,5,
13192,B04,5,
13192,B05,4,
13192,B06,4,
13192,B07,5,
13290,A01,1,
13290,A02,2,
13290,A04,5,
13290,A05,2,2
13290,A08,1,
13290,A09,1,
13290,A10,3,
13290,A11,3,
13290,A12,1,
13290,A14,4,
13290,B01,4,
13290,B02,1,
13290,B02,2,
13290,B02,3,
13290,B02,4,
13290,B02,5,
13290,B03,3,
13290,B03,4,
13290,B03,5,
13290,B04,5,
13290,B05,3,
13290,B06,3,
13290,B07,5,
13347,A01,3,
13347,A02,4,
13347,A04,5,
13347,A05,2,2
13347,A08,3,
13347,A08,4,
13347,A08,5,
13347,A09,1,
13347,A09,3,
13347,A10,3,
13347,A11,3,
13347,A12,1,
13347,A14,4,
13347,B01,5,
13347,B02,1,
13347,B02,4,
13347,B02,5,
13347,B03,4,
13347,B03,5,
13347,B04,5,
13347,B05,3,
13347,B06,4,
13347,B07,2,
13649,A01,1,
13649,A02,4,
13649,A04,5,
13649,A05,3,
13649,A08,5,
13649,A09,1,
13649,A10,3,
13649,A11,3,
13649,A12,1,
13649,A14,4,
13649,B01,4,
13649,B02,1,
13649,B02,4,
13649,B03,5,
13649,B04,5,
13649,B05,3,
13649,B06,2,
13649,B07,1,
13694,A01,1,
13694,A02,1,
13694,A04,4,
13694,A05,3,
13694,A08,1,
13694,A08,3,
13694,A09,1,
13694,A10,2,
13694,A11,1,
13694,A12,1,
13694,A14,4,
13694,B01,4,
13694,B02,1,
13694,B02,4,
13694,B02,5,
13694,B03,4,
13694,B04,5,
13694,B05,4,
13694,B06,4,
13694,B07,5,
13886,A01,21,
13886,A02,7,家管
13886,A04,3,
13886,A05,2,1
13886,A08,5,
13886,A09,9,存款
13886,A10,1,
13886,A11,1,
13886,A12,1,
13886,A14,4,
13886,B01,5,
13886,B02,4,
13886,B03,4,
13886,B04,3,
13886,B05,4,
13886,B06,2,
13886,B07,1,
14086,A01,5,
14086,A02,2,
14086,A04,3,
14086,A05,3,
14086,A08,1,
14086,A08,6,
14086,A09,1,
14086,A10,2,
14086,A11,1,
14086,A12,1,
14086,A14,4,
14086,B01,4,
14086,B02,1,
14086,B02,3,
14086,B02,4,
14086,B03,4,
14086,B03,5,
14086,B04,3,
14086,B05,3,
14086,B06,3,
14086,B07,2,
14173,A01,1,
14173,A02,2,
14173,A04,5,
14173,A05,1,0
14173,A08,1,
14173,A08,5,
14173,A08,6,
14173,A09,1,
14173,A09,3,
14173,A10,2,
14173,A11,1,
14173,A12,1,
14173,A14,4,
14173,B01,5,
14173,B02,1,
14173,B02,4,
14173,B02,5,
14173,B03,4,
14173,B03,5,
14173,B04,2,
14173,B05,4,
14173,B06,3,
14173,B07,2,
14179,A01,3,
14179,A02,4,
14179,A04,3,
14179,A05,2,2
14179,A08,1,
14179,A09,1,
14179,A09,3,
14179,A10,3,
14179,A11,2,
14179,A12,1,
14179,A14,4,
14179,B01,4,
14179,B02,1,
14179,B02,2,
14179,B02,3,
14179,B02,4,
14179,B02,5,
14179,B03,3,
14179,B03,4,
14179,B04,3,
14179,B05,3,
14179,B06,3,
14179,B07,3,
14248,A01,5,
14248,A02,1,
14248,A04,4,
14248,A05,3,
14248,A08,3,
14248,A08,4,
14248,A09,1,
14248,A10,2,
14248,A11,1,
14248,A12,1,
14248,A14,4,
14248,B01,4,
14248,B02,1,
14248,B02,2,
14248,B02,3,
14248,B02,4,
14248,B03,4,
14248,B04,3,
14248,B05,4,
14248,B06,5,
14248,B07,3,
14481,A01,4,
14481,A02,2,
14481,A04,3,
14481,A05,2,2
14481,A08,1,
14481,A08,2,
14481,A08,3,
14481,A08,4,
14481,A08,5,
14481,A08,6,
14481,A09,1,
14481,A09,3,
14481,A09,7,
14481,A10,4,
14481,A11,3,
14481,A12,1,
14481,A14,4,
14481,B01,4,
14481,B02,1,
14481,B02,2,
14481,B02,3,
14481,B02,4,
14481,B02,5,
14481,B03,3,
14481,B03,4,
14481,B04,5,
14481,B05,3,
14481,B06,3,
14481,B07,5,
14610,A01,21,
14610,A02,7,無
14610,A04,1,
14610,A05,2,3
14610,A08,1,
14610,A09,2,
14610,A10,3,
14610,A11,2,
14610,A12,1,
14610,A14,2,
14610,B01,3,
14610,B02,2,
14610,B02,5,
14610,B03,4,
14610,B03,5,
14610,B04,5,
14610,B05,3,
14610,B06,2,
14610,B07,2,
14631,A01,2,
14631,A02,2,
14631,A04,5,
14631,A05,2,1
14631,A08,1,
14631,A08,5,
14631,A09,3,
14631,A09,8,
14631,A10,3,
14631,A11,1,
14631,A12,3,
14631,A14,4,
14631,B01,4,
14631,B02,1,
14631,B02,4,
14631,B02,5,
14631,B03,4,
14631,B03,5,
14631,B04,5,
14631,B05,4,
14631,B06,4,
14631,B07,4,
14934,A01,4,
14934,A02,1,
14934,A04,4,
14934,A05,2,1
14934,A08,1,
14934,A08,3,
14934,A08,5,
14934,A09,1,
14934,A10,3,
14934,A11,3,
14934,A12,1,
14934,A14,4,
14934,B01,5,
14934,B02,1,
14934,B02,4,
14934,B02,5,
14934,B03,4,
14934,B03,5,
14934,B04,5,
14934,B05,4,
14934,B06,5,
14934,B07,5,
15008,A01,1,
15008,A02,2,
15008,A04,5,
15008,A05,3,
15008,A08,1,
15008,A08,3,
15008,A08,5,
15008,A09,1,
15008,A10,3,
15008,A11,2,
15008,A12,3,
15008,A14,4,
15008,B01,4,
15008,B02,1,
15008,B02,3,
15008,B02,4,
15008,B02,5,
15008,B03,1,
15008,B03,2,
15008,B03,3,
15008,B03,4,
15008,B03,5,
15008,B04,5,
15008,B05,3,
15008,B06,3,
15008,B07,3,
15746,A01,1,
15746,A02,2,
15746,A04,5,
15746,A05,3,
15746,A08,5,
15746,A09,1,
15746,A10,3,
15746,A11,3,
15746,A12,1,
15746,A14,4,
15746,B01,4,
15746,B02,1,
15746,B02,2,
15746,B02,3,
15746,B02,4,
15746,B02,5,
15746,B03,1,
15746,B03,2,
15746,B03,3,
15746,B03,4,
15746,B03,5,
15746,B04,5,
15746,B05,3,
15746,B06,3,
15746,B07,3,
16354,A01,5,
16354,A02,1,
16354,A04,2,
16354,A05,1,0
16354,A08,1,
16354,A08,3,
16354,A08,6,
16354,A09,3,
16354,A09,4,
16354,A10,3,
16354,A11,3,
16354,A12,1,
16354,A14,4,
16354,B01,4,
16354,B02,1,
16354,B02,4,
16354,B03,5,
16354,B04,2,
16354,B05,3,
16354,B06,4,
16354,B07,4,
16960,A01,1,
16960,A02,1,
16960,A04,4,
16960,A05,3,
16960,A08,1,
16960,A08,2,
16960,A09,1,
16960,A09,3,
16960,A10,2,
16960,A11,2,
16960,A12,2,
16960,A14,4,
16960,B01,4,
16960,B02,1,
16960,B02,2,
16960,B02,3,
16960,B02,4,
16960,B02,5,
16960,B03,1,
16960,B03,2,
16960,B03,3,
16960,B03,4,
16960,B04,5,
16960,B05,5,
16960,B06,5,
16960,B07,5,
17314,A01,2,
17314,A02,1,
17314,A04,5,
17314,A05,3,
17314,A08,3,
17314,A08,5,
17314,A09,1,
17314,A10,2,
17314,A11,2,
17314,A12,1,
17314,A14,4,
17314,B01,5,
17314,B02,1,
17314,B02,2,
17314,B02,5,
17314,B03,2,
17314,B03,3,
17314,B03,4,
17314,B03,5,
17314,B04,5,
17314,B05,4,
17314,B06,4,
17314,B07,4,
17393,A01,23,機車行
17393,A02,6,
17393,A04,2,
17393,A05,2,1
17393,A08,1,
17393,A08,3,
17393,A08,4,
17393,A08,5,
17393,A09,1,
17393,A09,3,
17393,A09,7,
17393,A09,8,
17393,A10,4,
17393,A11,3,
17393,A12,2,
17393,A14,4,
17393,B01,4,
17393,B02,1,
17393,B02,3,
17393,B02,4,
17393,B02,5,
17393,B03,1,
17393,B03,4,
17393,B03,5,
17393,B04,5,
17393,B05,3,
17393,B06,5,
17393,B07,5,
21585,A01,13,歐美
21585,A02,1,
21585,A04,4,
21585,A05,2,2
21585,A08,3,
21585,A08,4,
21585,A08,5,
21585,A09,1,
21585,A10,3,
21585,A11,2,
21585,A12,1,
21585,A14,4,
21585,B01,5,
21585,B02,1,
21585,B02,4,
21585,B02,5,
21585,B03,5,
21585,B04,4,
21585,B05,4,
21585,B06,3,
21585,B07,3,
22290,A01,4,
22290,A02,1,
22290,A04,3,
22290,A05,2,2
22290,A08,1,
22290,A08,3,
22290,A08,4,
22290,A08,5,
22290,A09,1,
22290,A09,2,
22290,A09,3,
22290,A10,2,
22290,A11,1,
22290,A12,1,
22290,A14,4,
22290,B01,4,
22290,B02,1,
22290,B02,2,
22290,B02,3,
22290,B02,4,
22290,B02,5,
22290,B03,4,
22290,B03,5,
22290,B04,4,
22290,B05,4,
22290,B06,4,
22290,B07,4,
22409,A01,12,
22409,A02,3,
22409,A04,2,
22409,A05,2,1
22409,A08,1,
22409,A08,3,
22409,A08,4,
22409,A08,5,
22409,A09,1,
22409,A09,2,
22409,A09,3,
22409,A09,8,
22409,A10,3,
22409,A11,1,
22409,A12,1,
22409,A14,4,
22409,B01,4,
22409,B02,1,
22409,B02,2,
22409,B02,3,
22409,B02,4,
22409,B02,5,
22409,B03,1,
22409,B03,2,
22409,B03,3,
22409,B03,4,
22409,B04,5,
22409,B05,3,
22409,B06,5,
22409,B07,5,
22870,A01,4,
22870,A02,4,
22870,A04,3,
22870,A05,2,2
22870,A08,1,
22870,A08,2,
22870,A08,3,
22870,A08,4,
22870,A08,5,
22870,A08,6,
22870,A09,1,
22870,A09,3,
22870,A10,2,
22870,A11,1,
22870,A12,1,
22870,A14,4,
22870,B01,5,
22870,B02,3,
22870,B02,4,
22870,B02,5,
22870,B03,3,
22870,B03,4,
22870,B03,5,
22870,B04,5,
22870,B05,4,
22870,B06,5,
22870,B07,5,
23090,A01,6,
23090,A02,2,
23090,A04,2,
23090,A05,2,2
23090,A08,3,
23090,A08,5,
23090,A09,1,
23090,A09,3,
23090,A10,2,
23090,A11,2,
23090,A12,1,
23090,A14,4,
23090,B01,4,
23090,B02,4,
23090,B02,5,
23090,B03,4,
23090,B03,5,
23090,B04,3,
23090,B05,4,
23090,B06,4,
23090,B07,1,
23677,A01,3,
23677,A02,1,
23677,A04,3,
23677,A05,2,1
23677,A08,1,
23677,A08,3,
23677,A08,4,
23677,A08,5,
23677,A09,1,
23677,A10,3,
23677,A11,2,
23677,A12,1,
23677,A14,4,
23677,B01,5,
23677,B02,1,
23677,B02,2,
23677,B02,4,
23677,B03,3,
23677,B03,4,
23677,B03,5,
23677,B04,3,
23677,B05,4,
23677,B06,4,
23677,B07,3,
23683,A01,1,
23683,A02,1,
23683,A04,4,
23683,A05,2,2
23683,A08,3,
23683,A08,4,
23683,A09,1,
23683,A10,3,
23683,A11,2,
23683,A12,1,
23683,A14,4,
23683,B01,4,
23683,B02,1,
23683,B02,3,
23683,B02,4,
23683,B03,4,
23683,B04,5,
23683,B05,4,
23683,B06,4,
23683,B07,3,
24459,A01,5,
24459,A02,1,
24459,A04,5,
24459,A05,2,1
24459,A08,5,
24459,A09,1,
24459,A10,3,
24459,A11,2,
24459,A12,1,
24459,A14,4,
24459,B01,4,
24459,B02,4,
24459,B03,4,
24459,B04,4,
24459,B05,3,
24459,B06,4,
24459,B07,4,
24531,A01,14,
24531,A02,2,
24531,A04,4,
24531,A05,1,0
24531,A08,5,
24531,A09,1,
24531,A10,3,
24531,A11,3,
24531,A12,2,
24531,A14,4,
24531,B01,5,
24531,B02,1,
24531,B02,3,
24531,B02,4,
24531,B02,5,
24531,B03,4,
24531,B03,5,
24531,B04,5,
24531,B05,4,
24531,B06,3,
24531,B07,5,
25013,A01,8,
25013,A02,2,
25013,A04,3,
25013,A05,2,0
25013,A08,3,
25013,A09,2,
25013,A10,2,
25013,A11,2,
25013,A12,1,
25013,A14,4,
25013,B01,4,
25013,B02,4,
25013,B02,5,
25013,B03,4,
25013,B04,5,
25013,B05,3,
25013,B06,5,
25013,B07,3,
25564,A01,5,
25564,A02,4,
25564,A04,3,
25564,A05,2,0
25564,A08,3,
25564,A09,1,
25564,A10,2,
25564,A11,2,
25564,A12,1,
25564,A14,4,
25564,B01,5,
25564,B02,1,
25564,B02,2,
25564,B02,3,
25564,B02,4,
25564,B02,5,
25564,B03,1,
25564,B03,2,
25564,B03,3,
25564,B03,4,
25564,B03,5,
25564,B04,2,
25564,B05,3,
25564,B06,3,
25564,B07,2,
25657,A01,5,
25657,A02,1,
25657,A04,3,
25657,A05,3,
25657,A08,3,
25657,A09,1,
25657,A10,2,
25657,A11,2,
25657,A12,1,
25657,A14,4,
25657,B01,5,
25657,B02,1,
25657,B02,4,
25657,B03,4,
25657,B04,2,
25657,B05,3,
25657,B06,3,
25657,B07,2,
26187,A01,10,
26187,A02,1,
26187,A04,3,
26187,A05,1,0
26187,A08,3,
26187,A09,1,
26187,A10,2,
26187,A11,2,
26187,A12,1,
26187,A14,4,
26187,B01,5,
26187,B02,1,
26187,B02,4,
26187,B03,3,
26187,B03,4,
26187,B04,2,
26187,B05,4,
26187,B06,3,
26187,B07,3,
27142,A01,4,
27142,A02,4,
27142,A04,4,
27142,A05,2,2
27142,A08,1,
27142,A09,1,
27142,A10,2,
27142,A11,2,
27142,A12,2,
27142,A14,4,
27142,B01,4,
27142,B02,3,
27142,B03,3,
27142,B04,4,
27142,B05,3,
27142,B06,2,
27142,B07,3,
27159,A01,24,家管
27159,A01,24,家管
27159,A02,7,家管
27159,A02,7,家管
27159,A04,3,
27159,A04,3,
27159,A05,2,3
27159,A05,2,3
27159,A08,3,
27159,A08,5,
27159,A08,3,
27159,A08,5,
27159,A09,1,
27159,A09,1,
27159,A10,3,
27159,A10,3,
27159,A11,3,
27159,A11,3,
27159,A12,1,
27159,A12,1,
27159,A14,4,
27159,A14,4,
27159,B01,3,
27159,B01,3,
27159,B02,1,
27159,B02,2,
27159,B02,3,
27159,B02,4,
27159,B02,5,
27159,B02,1,
27159,B02,2,
27159,B02,3,
27159,B02,4,
27159,B02,5,
27159,B03,3,
27159,B03,4,
27159,B03,5,
27159,B03,3,
27159,B03,4,
27159,B03,5,
27159,B04,4,
27159,B04,4,
27159,B05,4,
27159,B05,4,
27159,B06,4,
27159,B06,4,
27159,B07,4,
27159,B07,4,
27573,A01,4,
27573,A02,4,
27573,A04,5,
27573,A05,2,1
27573,A08,5,
27573,A09,1,
27573,A09,3,
27573,A10,3,
27573,A11,3,
27573,A12,1,
27573,A14,4,
27573,B01,4,
27573,B02,1,
27573,B02,2,
27573,B02,3,
27573,B02,4,
27573,B02,5,
27573,B03,3,
27573,B03,4,
27573,B03,5,
27573,B04,3,
27573,B05,3,
27573,B06,4,
27573,B07,4,
28266,A01,4,
28266,A02,6,
28266,A04,5,
28266,A05,2,3
28266,A08,1,
28266,A09,7,
28266,A10,5,
28266,A11,3,
28266,A12,1,
28266,A14,4,
28266,B01,4,
28266,B02,1,
28266,B02,3,
28266,B02,4,
28266,B02,5,
28266,B03,2,
28266,B04,5,
28266,B05,4,
28266,B06,4,
28266,B07,4,
28509,A01,5,
28509,A02,2,
28509,A04,2,
28509,A05,2,0
28509,A08,3,
28509,A08,5,
28509,A09,1,
